country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Afghanistan,1.2780120458730848,-1.7643133950394612,0.27908824743315636,0.14786751970999837,-1.4130345797615518,0.15733622489659913,-1.6190920260077017,1.9028822700845949,-1.4603009321065505
Albania,-0.23970753517867885,-0.283871752853681,-0.09701618253375949,0.29183453010236327,0.07165967385599421,-0.312347468635594,0.6478664305285681,-0.859972814176629,-0.12283509353365299
Algeria,0.19846398152364275,0.18416070953778346,-0.9660730207097395,-0.49894589435393544,0.28523979600174537,0.7892742852853684,0.6704232310911183,-0.03840439583516186,-0.06491589126548533
Angola,1.531190574681523,0.9082228786646526,-1.4480709309586024,0.06513568144337911,-0.35325741470147254,1.3870535315990684,-1.1792344150379779,2.1281510299524165,-0.22130866972196028
Antigua and Barbuda,-0.6484807731743011,0.43719253094112576,-0.2868941471772508,0.6422280921711634,0.6055858062675495,-0.6017485323271473,0.704258431934943,-0.5419463296573515,0.6081349999736088
Argentina,-0.356924229431002,-0.8589683248292314,0.4689662120766477,-1.6966235018467537,0.5883098518013682,1.244725139619616,0.5914744291221932,-0.38293308739771253,0.49489883781841026
Armenia,-0.16425364243256346,-0.719705122646578,-0.8820885363481952,0.16398061543831138,-0.24947696282225176,-0.0011227181738579543,0.3095144220903187,-0.8334706071333559,-0.28277708810126967
Australia,-1.2637629700531265,-0.7914165247487128,0.699010669240878,-1.22628926514904,1.2370475959811826,-0.6283164988299784,1.290735246561242,-0.6744573648737171,1.5766402117949194
Austria,-1.3469308189223965,0.6167025566692665,1.5279010148961194,0.26163837483859165,1.271788254512274,-0.6555486644953804,1.1215592423421175,-0.9991094011538129,1.508877189783592
Azerbaijan,0.5222797491481868,0.7018829375722916,-0.34166663697825805,-1.2433262895263086,0.46102739434196,0.5710374175835411,-0.16417838972323065,-0.6810829166345354,0.11538295296395755
Bahamas,-0.39955735186087515,0.046338180911797554,0.3922847263552377,0.09867199027198982,0.7536954717347211,-0.7756738273260383,0.3659064234966936,-0.720836227199445,1.1638386137288788
Bahrain,-0.7988910901916383,1.0727411463323044,-0.6739530751043682,0.37600957106652627,1.2311109750415385,-0.03243496440933742,0.6140312296847434,-0.5220696743748965,0.9617797063454081
Bangladesh,0.7308879880869767,-1.0995077112512488,-1.2034204765141039,-1.151499722979007,-1.0738182687444824,-0.060900642805227986,-0.017559186066654665,-0.4094352944409857,-1.2496937204255973
Barbados,-0.3749548698402977,0.22621316595879642,0.42149672091577484,0.2955747582183087,0.42451174800764496,-0.707925512743819,0.6929800316536686,-0.7738406412859913,0.7895069888258655
Belarus,-1.15864501523028,0.6196197920596697,-0.4402571186200708,0.8081969597318339,0.4711672870976823,0.6943886906323998,-0.017559186066654665,-0.9659816423497214,0.1367962794745732
Belgium,-1.3127588233755014,1.2153394372599715,1.418356035294105,1.0769601642462385,1.2311109750415385,-0.5599988706798413,1.0651672409357427,-0.720836227199445,1.472234644381757
Belize,-0.1310481617996335,0.8059576401692415,-0.5899685907428237,0.5983099695438721,-0.11707445596202443,-0.6302142107230378,0.0952248167460951,-0.15766432752989104,-0.08315670188215424
Benin,1.46754200133974,-0.5228011776934802,-0.9916335159502097,-0.19313680605865624,-1.3130125797867211,-0.6544100373595448,-0.9875016102563037,1.5981068890869539,-1.2496937204255973
Bhutan,0.599294275630564,0.33534331365902464,-0.5899685907428237,0.976147209984457,-0.2843190812531838,-0.1700190766561415,0.17417361871501869,-0.3763075356368944,-0.5436025112203889
Bolivia,0.6781571563795301,0.2890078121519462,-0.721422566265241,-0.33975348135438677,-0.42402089126169495,0.09471173242564003,0.11778161730864378,0.1669877087502049,-0.6079423376287334
Bosnia and Herzegovina,-0.9786941372872773,-0.19687359843189237,1.5644160080967908,0.3902670125535176,0.05421311828322494,-0.6055439561132662,0.704258431934943,-1.0852415740444505,-0.04279283405635679
Botswana,0.7859547469766202,0.37348126581893254,0.541996198477991,0.3902670125535176,0.3101650686449418,0.10799571567705564,-1.5175864234762273,-0.045029947595980294,0.17138012161089458
Brazil,-0.08559372703345765,-1.670096687680127,0.8012526502027578,-2.223587421535239,0.3806758858126526,0.05960406240404182,0.41102002462179416,-0.7605895377643547,0.550930668519332
Brunei,-0.63229547380235,1.0265596324495054,-1.4517224302786698,-0.7048202382256252,1.7808726171147382,0.8462056420771492,0.7380936327787676,-0.7340873307210816,1.3188127231229203
Bulgaria,-0.6085378072263395,0.5842397017213115,0.01983179570838921,0.44966884988346845,0.42451174800764496,-0.6330607785626269,0.3771848237779696,-0.9129772282631752,0.22109685961109077
Burkina Faso,1.5078339245869405,-0.8361174407100979,-0.027637695452483617,-0.6050903624525777,-1.5097512988202137,-0.09221288904070754,-1.4273592212260278,1.9360100288886861,-1.4342504081959448
Burundi,1.3117793305554066,-1.9221349677937938,1.746990974100148,-0.09837019274123353,-2.020962561674255,0.42870902560408863,-1.4499160217885771,2.194406547560599,-2.042564824275779
Cambodia,0.634502033883799,0.6963496986840262,-0.414696623379601,0.6607367766020396,-1.0474942926116864,-0.44234073331016055,-0.50253039816148,-0.045029947595980294,-1.2254603747444237
Cameroon,1.4424941713013433,-0.6246503949755814,-0.6155290859832938,-0.7699856132949277,-1.0033761773200938,-0.5571523028402522,-1.4950296229136777,1.432468095066497,-0.8840886202675636
Canada,-1.1445601859034722,-0.2270161347540665,1.6374459944981339,-0.5220147951352587,1.2231277171626096,-0.4660621319734027,1.211786444592317,-0.8732239176982656,1.515970852155114
Cape Verde,0.17200945486585148,-0.054487413424193346,-0.9952850152702768,0.7300254636013781,-0.3629985991536152,-0.6904665633276728,0.21928721984011923,-0.1841665345731642,-0.26434217216220207
Central African Republic,1.7370490697037881,-1.5328705942355147,-1.0354515077910154,-0.803446385804635,-1.8983365956202392,-0.5476637433749555,-2.600312850478625,1.4987236126746795,-1.6038595915419798
Chad,1.743178915518827,0.12084916631397757,-0.8346190451873223,0.09034452056923283,-1.265134694634493,-0.13206483879495423,-1.5852568251638772,2.4130497556676023,-1.1371991767616074
Chile,-0.7893310212099901,0.15678428928155835,0.4178452215957078,-0.5046863089150732,0.6183069857981969,0.11179113946317447,0.9636616384042671,-0.7075851236778085,0.6454531126266163
China,-0.2881317443222774,-0.37612689722463244,-0.6374380819036966,-1.0874581135305648,0.038100264132190684,-0.07987776173582158,0.45613362574689315,-0.8997261247415386,-0.050086193267734884
Colombia,-0.14041411433637901,-1.1085176032403246,0.28273974675322344,-1.5097261967296076,0.14773355196381527,-0.37212539326696403,0.659144830809844,-0.6214529507871709,0.16076348422758988
Comoros,1.2575558108363312,-1.0552387489803394,-0.8419220438274567,0.4044158248598703,-1.5212406027730163,-0.3711765373204343,-0.5250871987240286,1.1939482316770385,-1.240068514360596
"Congo, Dem. Rep.",1.5078339245869405,0.2853846259625652,0.39958772499537215,0.3289020807885534,-2.2057870135792284,1.2352365801543195,-1.4724728223511274,2.3799219968635112,-1.7968007407227602
"Congo, Rep.",0.9641577718904581,1.3780178444038644,-1.5904794044412212,0.5072293097662154,-0.4579035791410553,1.2257480206890223,-1.1453992141941531,1.3264592668934043,-0.39072334767292116
Costa Rica,-0.6566811685111562,-0.03199551552890767,1.4913860216954482,-0.30328903227910853,0.291542827626854,-0.11498543175741986,1.1102808420608432,-0.6810829166345354,0.3423905683792071
Cote d'Ivoire,1.46754200133974,0.5961243707472658,-0.5534535975421524,0.08197953961511821,-0.9942247185790541,-0.22695043344792254,-1.6078136257264275,1.538476923239589,-0.931663659462897
Croatia,-1.15864501523028,0.15283300049906315,0.34481523519436486,-0.1498924103225883,0.6472407573490574,-0.6604827154173347,0.6478664305285681,-0.9262283317848117,0.6758624213574879
Cyprus,-1.477608860434159,0.5842397017213115,-0.30880314309765383,0.5983099695438721,1.0739011375469163,-0.5476637433749555,1.0538888406544682,-1.0123605046754494,1.22759326031682
Czech Republic,-1.5186173183977665,0.994977396628012,0.3886332270351706,0.7622713392341269,0.9265200336907103,-0.8740701889811665,0.7832072339038681,-0.9527305388280849,0.9320456006639958
Denmark,-1.3824174401295837,0.5931618630044889,1.6739609876988053,0.09451292328870521,1.2867663416629846,-0.4328521738448638,1.0087752395293677,-0.7142106754386266,1.6509743233803946
Dominican Republic,0.4049742168774987,-0.5920868528832024,-0.21751566009597526,-0.3931198730762397,0.16257445833111217,-0.22220615371527405,0.45613362574689315,-0.23054539689889206,0.06915721493062844
Ecuador,0.12380618654500636,-0.2891469645323709,0.45436021479637945,-0.44249709127289844,0.0225363690167409,-0.029588396569748432,0.6929800316536686,-0.19079208633398234,-0.035578136421546586
Egypt,0.2553508056133863,-0.6850738821594806,-0.7871495540264495,-0.7967058243865213,0.06588548750169525,0.21996071736755823,-0.006280785785380329,0.1603621569893865,-0.42579376660202645
El Salvador,-0.11259677871718317,-0.3429261926464814,0.034437792988657796,0.215403058000606,-0.17947538405196875,-0.48693696279705573,0.39974162434051824,-0.4491886050058954,-0.3323349205039857
Equatorial Guinea,1.46754200133974,1.39038367927472,-0.8528765417876579,0.6422280921711634,1.0690710795505223,1.6242675182314894,-1.0890072127877783,1.4987236126746795,0.8339819657000229
Eritrea,0.8313760201690408,-2.7443960190453702,-1.517449418039878,-1.0331780136603614,-1.5154757372167649,0.3622891093470107,-0.998780010537578,1.1011905070255827,-1.5520447758135372
Estonia,-1.3127588233755014,1.1894714058722555,-0.2868941471772508,0.9236112415098704,0.7465351997819628,-0.5732828539312569,0.6140312296847434,-0.813593951850901,0.7282580135159592
Fiji,0.08776494690915282,0.7956038902567651,-0.7141195676251065,0.7911076738070869,-0.17390409863877196,-0.3370177232453657,-0.5927576004116795,-0.1841665345731642,-0.19895269510048474
Finland,-1.6065446192732116,0.1957448783241868,0.7793436542823547,-0.1834395379036597,1.2048747042199095,-0.7050789449042298,1.0651672409357427,-0.7142106754386266,1.4988179639868011
France,-1.3645035102525453,-0.3484097614195581,1.8565359537021624,-0.6984277271565394,1.1431187259150253,-0.638753914241805,1.2230648448735928,-0.6082018472655343,1.412385029195378
Gabon,0.9613104288863253,0.7930044474802359,-1.2107234751542382,-1.4041305752824558,0.42982934592791827,0.8367170826118525,-0.8634392071622788,0.7500362637022137,0.3858127405870769
Gambia,1.172004190971761,-0.5228011776934802,-0.41104512405953364,0.05665611131355947,-1.388084545583128,-0.330375731619658,-0.5702007998491292,1.8300012007155937,-1.449520998693789
Georgia,-0.24496417846662552,0.046338180911797554,1.1992660760900764,0.44277821996700595,-0.24583058286062273,0.07288804565545744,0.25312242068394386,-0.6810829166345354,-0.3390783272096954
Germany,-1.3645035102525453,0.32830564100861465,1.746990974100148,-0.1980044959540174,1.2170886160808216,-0.6664605078804717,1.076445641217017,-1.0322371599579043,1.4318696312563248
Ghana,1.106164603113104,-0.20685515202069907,-0.5826655921026896,0.18789110840552348,-0.8890615764873581,0.8367170826118525,-0.9423880091312031,0.8759217471577607,-0.8840886202675636
Greece,-1.4193238975554667,-0.6312472616588687,1.2722960624914197,-0.5395065034081415,0.937976683904481,-0.674525783425974,1.1102808420608432,-0.9726071941105398,1.137029652528524
Grenada,-0.3509914861487071,-0.5228011776934802,-0.3489696356183922,0.3141637285708583,0.16989494116504317,-0.692838703193997,0.08394641646481918,-0.46906526028835016,0.27101282372697966
Guatemala,0.4306733271413192,-0.40435639347230085,0.012528797068254756,-0.23741229055418167,-0.24825969213730353,-0.2506718321111646,0.08394641646481918,0.28624764044493384,-0.3691117677338304
Guinea,1.4509192380849392,-0.1673145028258153,-0.6885590723846368,0.07778287651425184,-1.6596081126393616,0.7892742852853684,-1.4160808209447526,1.5848557855653171,-1.3544290717777725
Guinea-Bissau,1.4919276960485466,-1.2016667312045604,0.6150261848793336,-0.2930007919373295,-1.532893928017162,-0.4565735725081059,-1.686762427695352,1.3927147845015868,-1.4675852902610493
Guyana,0.48481111108272623,0.6196197920596697,-0.5242416029816153,1.1818776599634089,-0.36159986411285394,-0.19468933126591323,-0.5702007998491292,-0.19741763809480078,-0.3212448077412891
Haiti,2.043054095908309,-1.1637226113291972,0.034437792988657796,0.8138586184825398,-1.4707663259267416,-0.2212572977687444,-4.337186493794972,0.25311988164084254,-1.3401523653717002
Hungary,-1.0902775650984347,1.3183338906381084,0.1878007644314778,1.1205997799643175,0.73202343464319,-0.5173003530860055,0.4448552254656188,-1.1249948846093603,0.6557439129169157
Iceland,-1.7037437409164313,0.6768239425836765,0.9436611236853766,0.08197953961511821,1.1841030796850154,-0.21935958587568508,1.290735246561242,-0.49556746733162327,1.4334680174325538
India,0.8886554184374041,-0.5985442505061729,-1.0098910125505454,-0.7633652047435896,-0.5908178298160819,0.11368885135623379,-0.49125199788020407,-0.23054539689889206,-0.8639837176756634
Indonesia,0.37585293983839746,-0.4923176853131503,-1.5357069146402142,-1.103262656856108,-0.06200627077965316,0.7133658095629936,-0.07395118747302955,-0.3100520180287115,-0.30602119246146836
Iran,-0.10804102426880596,-0.48629332932541414,-0.4439086179401382,-1.3580482446151547,0.5294958766958042,0.7702971663547744,0.4448552254656188,-0.7870917448076278,0.19007552415516796
Iraq,0.46792758415699465,0.22243770726831524,0.5821626909987293,-0.3503047746935318,0.27248582090962203,0.8367170826118525,-0.37846799506745427,1.0680627482214908,-0.05894450342908374
Ireland,-1.3645035102525453,1.666472413330013,0.8669796379639663,1.3459696380360302,1.3177105534760445,-1.0439154034099798,1.1102808420608432,-0.5949507437438978,1.534069859744232
Israel,-1.2961360601207,0.046338180911797554,0.297345744033492,-0.41490337953661166,0.9631809574457529,-0.5704362860916677,1.2230648448735928,0.05435332881629388,1.2232354697167322
Italy,-1.4006861242509463,-0.43893535591874344,0.9911306148462491,-0.7567683145670314,1.127484993189307,-0.7081152839331248,1.2569000457174175,-0.9858582976321764,1.3282210563244135
Jamaica,-0.16425364243256346,-0.11928625971354148,-0.7323770642254426,0.3289020807885534,-0.1047387233662215,0.1924438949181975,0.46741202602816906,-0.5154441226140783,-0.032713904769497947
Japan,-1.561533819235949,-1.1920919521136144,0.9765246175659809,-1.9792471473116162,1.1184151343752382,-0.9186664184680615,1.3809624488114416,-1.0322371599579043,1.4737395386754062
Jordan,-0.029665185361859383,0.5264889938651969,0.44705721615624466,0.9315870131050532,0.03294520077271619,0.06150177429710115,0.5914744291221932,0.47176308974784587,-0.19347852150449205
Kazakhstan,-0.01311696765281362,0.39388921667108884,-0.9222550288689338,-0.5869729247792246,0.6472407573490574,1.1118853071054606,-0.24312719169215422,-0.23054539689889206,0.4098374177444977
Kenya,0.9396705375413538,-0.7267266166821063,-0.7542860601458452,-0.37694831109604987,-1.060550173799019,-0.540072895802718,-0.874717607443554,0.9421772647659439,-1.086987168745711
Kiribati,0.9469403813160956,-1.3636379676745602,1.6374459944981339,1.200332695149246,-1.3543880693589143,-0.5941576847549098,-1.1115640133503277,0.5910230214425748,-0.7980248836695754
Kuwait,-0.6085378072263395,1.0108501539738213,-1.5284039160000797,-0.557164537867624,1.7242649377209025,0.32433487148582335,0.8621560358727933,-0.48894191557080513,1.376858626448744
